home,away,Referee,time,hw,hd,hl,hscore,hconcede,HY,HR,hw2,hd2,hl2,hscore2,hconcede2,HY2,HR2,aw,ad,al,ascore,aconcede,AH,AR,aw2,ad2,al2,ascore2,aconcede2,AH2,AR2,y
Hull,Fulham,R Madley,16067.0,0.0,3.0,2.0,4.0,7.0,7.0,0.0,2.0,1.0,2.0,6.0,5.0,9.0,0.0,2.0,0.0,3.0,8.0,11.0,5.0,0.0,1.0,0.0,4.0,3.0,14.0,7.0,0.0,H
Man City,Crystal Palace,A Marriner,16067.0,4.0,1.0,0.0,16.0,9.0,7.0,0.0,5.0,0.0,0.0,24.0,4.0,6.0,0.0,3.0,0.0,2.0,5.0,5.0,5.0,0.0,2.0,0.0,3.0,3.0,5.0,7.0,1.0,H
Norwich,Man United,P Dowd,16067.0,1.0,2.0,2.0,5.0,8.0,8.0,0.0,2.0,2.0,1.0,6.0,4.0,6.0,0.0,3.0,0.0,2.0,9.0,5.0,7.0,1.0,3.0,2.0,0.0,13.0,7.0,10.0,1.0,A
West Ham,West Brom,M Dean,16067.0,0.0,1.0,4.0,3.0,11.0,11.0,1.0,1.0,2.0,2.0,4.0,6.0,5.0,0.0,0.0,2.0,3.0,4.0,8.0,7.0,0.0,0.0,2.0,3.0,5.0,10.0,14.0,0.0,D
Tottenham,Stoke,K Friend,16068.0,3.0,1.0,1.0,8.0,10.0,8.0,1.0,1.0,2.0,2.0,4.0,9.0,11.0,1.0,2.0,2.0,1.0,6.0,8.0,8.0,2.0,0.0,2.0,3.0,6.0,15.0,13.0,2.0,H
Chelsea,Liverpool,H Webb,16068.0,3.0,1.0,1.0,9.0,7.0,8.0,0.0,4.0,1.0,0.0,10.0,5.0,9.0,0.0,4.0,0.0,1.0,18.0,5.0,8.0,0.0,1.0,1.0,3.0,10.0,10.0,7.0,0.0,H
Everton,Southampton,M Clattenburg,16068.0,3.0,1.0,1.0,8.0,4.0,6.0,1.0,2.0,2.0,1.0,11.0,5.0,10.0,1.0,1.0,2.0,2.0,9.0,8.0,8.0,0.0,1.0,2.0,2.0,6.0,7.0,12.0,0.0,H
Newcastle,Arsenal,L Probert,16068.0,3.0,1.0,1.0,10.0,5.0,8.0,0.0,4.0,1.0,0.0,12.0,4.0,5.0,0.0,2.0,2.0,1.0,9.0,8.0,4.0,0.0,3.0,0.0,2.0,11.0,8.0,8.0,1.0,A
Sunderland,Aston Villa,M Jones,16071.0,1.0,3.0,1.0,4.0,4.0,6.0,1.0,2.0,1.0,2.0,7.0,7.0,9.0,1.0,0.0,1.0,4.0,2.0,9.0,16.0,0.0,1.0,2.0,2.0,6.0,8.0,13.0,0.0,A
West Brom,Newcastle,L Mason,16071.0,0.0,3.0,2.0,5.0,8.0,8.0,0.0,1.0,2.0,2.0,7.0,8.0,5.0,0.0,3.0,1.0,1.0,10.0,3.0,6.0,0.0,3.0,0.0,2.0,6.0,5.0,9.0,0.0,H
Stoke,Everton,A Marriner,16071.0,2.0,1.0,2.0,6.0,11.0,8.0,2.0,3.0,2.0,0.0,8.0,4.0,12.0,0.0,3.0,1.0,1.0,9.0,5.0,8.0,1.0,3.0,2.0,0.0,6.0,2.0,6.0,0.0,D
Southampton,Chelsea,M Atkinson,16071.0,1.0,2.0,2.0,8.0,7.0,9.0,0.0,2.0,1.0,2.0,11.0,8.0,5.0,0.0,3.0,1.0,1.0,7.0,5.0,9.0,0.0,2.0,1.0,2.0,9.0,8.0,7.0,0.0,A
Swansea,Man City,P Dowd,16071.0,0.0,3.0,2.0,4.0,6.0,9.0,0.0,1.0,3.0,1.0,8.0,6.0,10.0,0.0,4.0,1.0,0.0,14.0,7.0,7.0,0.0,2.0,1.0,2.0,9.0,8.0,8.0,0.0,A
Liverpool,Hull,C Pawson,16071.0,3.0,0.0,2.0,14.0,6.0,6.0,0.0,5.0,0.0,0.0,20.0,4.0,5.0,0.0,1.0,3.0,1.0,10.0,5.0,7.0,0.0,0.0,2.0,3.0,3.0,9.0,9.0,0.0,H
Fulham,West Ham,M Clattenburg,16071.0,2.0,0.0,3.0,7.0,15.0,3.0,0.0,1.0,0.0,4.0,7.0,11.0,8.0,0.0,0.0,2.0,3.0,6.0,13.0,12.0,1.0,0.0,1.0,4.0,3.0,11.0,13.0,1.0,H
Crystal Palace,Norwich,M Dean,16071.0,2.0,0.0,3.0,4.0,6.0,5.0,0.0,2.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,2.0,2.0,4.0,4.0,11.0,0.0,1.0,1.0,3.0,4.0,14.0,7.0,0.0,D
Man United,Tottenham,H Webb,16071.0,4.0,0.0,1.0,10.0,4.0,8.0,1.0,3.0,0.0,2.0,7.0,5.0,7.0,0.0,3.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,1.0,1.0,7.0,10.0,6.0,0.0,A
Arsenal,Cardiff,J Moss,16071.0,2.0,2.0,1.0,8.0,8.0,7.0,0.0,3.0,2.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,3.0,4.0,10.0,6.0,0.0,0.0,2.0,3.0,1.0,7.0,4.0,0.0,H
Tottenham,Crystal Palace,M Oliver,16081.0,3.0,1.0,1.0,9.0,9.0,10.0,1.0,1.0,2.0,2.0,6.0,9.0,10.0,1.0,1.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,0.0,3.0,3.0,4.0,7.0,1.0,H
Man United,Swansea,C Foy,16081.0,4.0,0.0,1.0,11.0,5.0,10.0,1.0,2.0,0.0,3.0,5.0,5.0,7.0,0.0,0.0,2.0,3.0,5.0,8.0,8.0,0.0,1.0,2.0,2.0,4.0,7.0,6.0,0.0,H
Hull,Chelsea,M Clattenburg,16081.0,1.0,2.0,2.0,9.0,6.0,6.0,0.0,2.0,1.0,2.0,11.0,5.0,7.0,0.0,4.0,1.0,0.0,8.0,2.0,9.0,0.0,3.0,1.0,1.0,12.0,6.0,6.0,0.0,A
Southampton,West Brom,H Webb,16081.0,1.0,1.0,3.0,7.0,9.0,13.0,0.0,1.0,1.0,3.0,9.0,11.0,9.0,0.0,1.0,3.0,1.0,6.0,6.0,7.0,0.0,0.0,3.0,2.0,7.0,9.0,14.0,0.0,H
Everton,Norwich,K Friend,16081.0,3.0,1.0,1.0,9.0,5.0,5.0,1.0,3.0,1.0,1.0,13.0,6.0,8.0,1.0,0.0,3.0,2.0,3.0,5.0,9.0,1.0,1.0,2.0,2.0,5.0,8.0,7.0,1.0,H
Cardiff,West Ham,L Mason,16081.0,1.0,1.0,3.0,4.0,10.0,8.0,0.0,1.0,2.0,2.0,5.0,10.0,10.0,0.0,0.0,2.0,3.0,6.0,11.0,10.0,1.0,0.0,0.0,5.0,4.0,13.0,11.0,2.0,A
Fulham,Sunderland,M Dean,16081.0,2.0,0.0,3.0,7.0,16.0,5.0,0.0,2.0,0.0,3.0,8.0,9.0,8.0,0.0,1.0,3.0,1.0,3.0,3.0,8.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,A
Newcastle,Man City,M Jones,16082.0,2.0,1.0,2.0,9.0,4.0,4.0,1.0,3.0,1.0,1.0,10.0,5.0,3.0,0.0,5.0,0.0,0.0,16.0,8.0,10.0,0.0,3.0,1.0,1.0,11.0,8.0,10.0,0.0,A
Stoke,Liverpool,A Taylor,16082.0,1.0,2.0,2.0,4.0,10.0,8.0,2.0,3.0,2.0,0.0,8.0,4.0,13.0,0.0,3.0,0.0,2.0,12.0,5.0,7.0,0.0,1.0,1.0,3.0,11.0,10.0,7.0,0.0,A
Aston Villa,Arsenal,N Swarbrick,16083.0,1.0,1.0,3.0,3.0,7.0,17.0,0.0,1.0,2.0,2.0,3.0,5.0,12.0,0.0,3.0,1.0,1.0,9.0,7.0,8.0,0.0,3.0,0.0,2.0,10.0,8.0,11.0,0.0,A
Sunderland,Southampton,C Foy,16088.0,2.0,2.0,1.0,7.0,4.0,11.0,1.0,1.0,1.0,3.0,5.0,7.0,12.0,1.0,2.0,0.0,3.0,7.0,8.0,12.0,0.0,1.0,1.0,3.0,6.0,8.0,15.0,0.0,D
Arsenal,Fulham,L Probert,16088.0,4.0,1.0,0.0,8.0,2.0,9.0,0.0,3.0,2.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,3.0,7.0,16.0,6.0,0.0,1.0,0.0,4.0,3.0,18.0,5.0,0.0,H
Crystal Palace,Stoke,M Clattenburg,16088.0,1.0,1.0,3.0,2.0,7.0,8.0,0.0,2.0,2.0,1.0,4.0,4.0,5.0,0.0,1.0,1.0,3.0,7.0,15.0,9.0,2.0,0.0,2.0,3.0,4.0,15.0,9.0,2.0,H
Liverpool,Aston Villa,J Moss,16088.0,3.0,0.0,2.0,12.0,8.0,8.0,0.0,5.0,0.0,0.0,18.0,3.0,6.0,0.0,1.0,1.0,3.0,4.0,6.0,15.0,0.0,2.0,1.0,2.0,7.0,8.0,14.0,0.0,D
Man City,Cardiff,N Swarbrick,16088.0,5.0,0.0,0.0,12.0,5.0,10.0,0.0,5.0,0.0,0.0,18.0,4.0,6.0,0.0,0.0,1.0,4.0,3.0,12.0,7.0,0.0,0.0,1.0,4.0,1.0,9.0,5.0,0.0,H
Norwich,Hull,H Webb,16088.0,0.0,2.0,3.0,2.0,6.0,11.0,1.0,2.0,1.0,2.0,6.0,5.0,9.0,0.0,1.0,1.0,3.0,9.0,8.0,7.0,0.0,0.0,2.0,3.0,3.0,10.0,8.0,0.0,H
West Ham,Newcastle,A Marriner,16088.0,1.0,1.0,3.0,8.0,11.0,12.0,2.0,1.0,2.0,2.0,7.0,9.0,8.0,0.0,2.0,0.0,3.0,8.0,5.0,7.0,1.0,3.0,0.0,2.0,5.0,4.0,8.0,1.0,A
Swansea,Tottenham,M Atkinson,16089.0,0.0,1.0,4.0,4.0,9.0,7.0,0.0,1.0,2.0,2.0,10.0,9.0,11.0,0.0,4.0,1.0,0.0,11.0,4.0,8.0,0.0,4.0,0.0,1.0,9.0,11.0,6.0,0.0,A
Chelsea,Man United,P Dowd,16089.0,4.0,1.0,0.0,8.0,1.0,8.0,0.0,4.0,1.0,0.0,10.0,5.0,11.0,0.0,4.0,0.0,1.0,10.0,5.0,8.0,1.0,3.0,2.0,0.0,11.0,6.0,12.0,1.0,H
West Brom,Everton,M Oliver,16090.0,1.0,3.0,1.0,6.0,6.0,8.0,0.0,1.0,2.0,2.0,6.0,8.0,5.0,0.0,3.0,1.0,1.0,7.0,4.0,5.0,1.0,2.0,3.0,0.0,5.0,3.0,5.0,0.0,D
Crystal Palace,Hull,R East,16098.0,2.0,1.0,2.0,3.0,4.0,7.0,0.0,3.0,1.0,1.0,5.0,4.0,4.0,0.0,1.0,0.0,4.0,8.0,8.0,8.0,1.0,0.0,2.0,3.0,2.0,7.0,8.0,1.0,H
Liverpool,Everton,M Atkinson,16098.0,2.0,1.0,2.0,11.0,9.0,7.0,0.0,4.0,1.0,0.0,16.0,5.0,7.0,0.0,2.0,2.0,1.0,6.0,4.0,7.0,1.0,2.0,3.0,0.0,6.0,4.0,7.0,0.0,H
Man United,Cardiff,C Pawson,16098.0,3.0,0.0,2.0,8.0,7.0,10.0,2.0,2.0,0.0,3.0,6.0,5.0,5.0,0.0,0.0,1.0,4.0,4.0,13.0,7.0,0.0,0.0,1.0,4.0,3.0,11.0,4.0,0.0,H
Norwich,Newcastle,C Foy,16098.0,1.0,1.0,3.0,3.0,6.0,11.0,1.0,2.0,1.0,2.0,4.0,4.0,9.0,0.0,2.0,0.0,3.0,8.0,6.0,5.0,1.0,3.0,0.0,2.0,7.0,5.0,6.0,1.0,D
Southampton,Arsenal,L Mason,16098.0,2.0,1.0,2.0,7.0,7.0,11.0,0.0,1.0,1.0,3.0,6.0,10.0,9.0,0.0,5.0,0.0,0.0,10.0,2.0,7.0,0.0,4.0,0.0,1.0,12.0,8.0,10.0,0.0,D
Swansea,Fulham,M Oliver,16098.0,0.0,1.0,4.0,4.0,10.0,8.0,0.0,1.0,1.0,3.0,8.0,9.0,8.0,0.0,2.0,0.0,3.0,5.0,14.0,5.0,0.0,1.0,0.0,4.0,3.0,16.0,4.0,0.0,H
Sunderland,Stoke,R Madley,16099.0,2.0,2.0,1.0,9.0,6.0,11.0,0.0,0.0,2.0,3.0,6.0,9.0,14.0,1.0,0.0,1.0,4.0,5.0,15.0,10.0,2.0,0.0,1.0,4.0,1.0,13.0,8.0,2.0,H
Aston Villa,West Brom,M Clattenburg,16099.0,1.0,2.0,2.0,5.0,6.0,14.0,0.0,0.0,2.0,3.0,2.0,7.0,13.0,0.0,1.0,3.0,1.0,6.0,6.0,9.0,0.0,0.0,2.0,3.0,5.0,8.0,9.0,0.0,H
Chelsea,West Ham,N Swarbrick,16099.0,5.0,0.0,0.0,11.0,2.0,8.0,0.0,5.0,0.0,0.0,11.0,4.0,9.0,0.0,1.0,1.0,3.0,8.0,11.0,8.0,2.0,1.0,0.0,4.0,5.0,10.0,13.0,3.0,D
Tottenham,Man City,A Marriner,16099.0,4.0,1.0,0.0,11.0,3.0,8.0,0.0,2.0,2.0,1.0,8.0,8.0,10.0,1.0,5.0,0.0,0.0,12.0,5.0,11.0,0.0,4.0,1.0,0.0,13.0,7.0,11.0,0.0,A
West Ham,Swansea,H Webb,16102.0,1.0,2.0,2.0,7.0,8.0,10.0,2.0,1.0,2.0,2.0,8.0,9.0,8.0,0.0,1.0,1.0,3.0,6.0,9.0,9.0,0.0,0.0,2.0,3.0,2.0,8.0,7.0,0.0,H
Stoke,Man United,N Swarbrick,16102.0,0.0,1.0,4.0,4.0,11.0,11.0,1.0,2.0,2.0,1.0,9.0,9.0,12.0,0.0,3.0,0.0,2.0,7.0,5.0,8.0,1.0,3.0,1.0,1.0,10.0,7.0,13.0,2.0,H
Newcastle,Sunderland,P Dowd,16102.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,8.0,6.0,7.0,0.0,2.0,2.0,1.0,9.0,6.0,13.0,0.0,2.0,3.0,0.0,7.0,3.0,6.0,0.0,A
Cardiff,Norwich,M Clattenburg,16102.0,0.0,1.0,4.0,4.0,12.0,7.0,0.0,1.0,1.0,3.0,3.0,10.0,7.0,0.0,1.0,2.0,2.0,2.0,4.0,9.0,2.0,1.0,2.0,2.0,4.0,8.0,8.0,1.0,H
Fulham,Southampton,M Jones,16102.0,1.0,0.0,4.0,3.0,15.0,6.0,0.0,2.0,0.0,3.0,8.0,11.0,8.0,0.0,1.0,2.0,2.0,6.0,9.0,10.0,0.0,1.0,2.0,2.0,8.0,8.0,12.0,0.0,A
Everton,Aston Villa,R Madley,16102.0,2.0,2.0,1.0,6.0,7.0,9.0,0.0,4.0,0.0,1.0,12.0,3.0,5.0,1.0,2.0,2.0,1.0,9.0,8.0,13.0,0.0,2.0,1.0,2.0,7.0,8.0,16.0,0.0,H
Hull,Tottenham,A Taylor,16102.0,1.0,0.0,4.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,11.0,6.0,7.0,0.0,4.0,0.0,1.0,11.0,7.0,6.0,1.0,5.0,0.0,0.0,12.0,6.0,4.0,0.0,D
West Brom,Liverpool,K Friend,16103.0,1.0,2.0,2.0,8.0,9.0,10.0,0.0,1.0,2.0,2.0,5.0,7.0,7.0,0.0,3.0,1.0,1.0,14.0,7.0,4.0,0.0,2.0,0.0,3.0,13.0,10.0,5.0,0.0,D
Arsenal,Crystal Palace,J Moss,16103.0,4.0,1.0,0.0,9.0,3.0,7.0,1.0,3.0,2.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,9.0,0.0,1.0,0.0,4.0,2.0,6.0,8.0,0.0,H
Man City,Chelsea,M Dean,16104.0,5.0,0.0,0.0,15.0,5.0,14.0,0.0,5.0,0.0,0.0,16.0,6.0,7.0,0.0,4.0,1.0,0.0,10.0,2.0,8.0,0.0,3.0,1.0,1.0,11.0,6.0,7.0,0.0,A
Southampton,Stoke,C Pawson,16109.0,2.0,2.0,1.0,8.0,7.0,9.0,0.0,1.0,2.0,2.0,6.0,9.0,7.0,0.0,1.0,1.0,3.0,6.0,9.0,11.0,1.0,0.0,1.0,4.0,1.0,10.0,7.0,3.0,D
Sunderland,Hull,M Jones,16109.0,3.0,1.0,1.0,10.0,4.0,13.0,0.0,1.0,2.0,2.0,4.0,5.0,12.0,1.0,0.0,1.0,4.0,1.0,7.0,7.0,2.0,0.0,2.0,3.0,2.0,6.0,8.0,2.0,A
Swansea,Cardiff,A Marriner,16109.0,1.0,0.0,4.0,5.0,10.0,7.0,0.0,1.0,1.0,3.0,7.0,9.0,9.0,0.0,1.0,0.0,4.0,4.0,11.0,5.0,0.0,0.0,0.0,5.0,3.0,13.0,3.0,0.0,H
Norwich,Man City,J Moss,16109.0,1.0,2.0,2.0,3.0,5.0,9.0,2.0,1.0,2.0,2.0,3.0,4.0,9.0,1.0,4.0,0.0,1.0,14.0,6.0,16.0,0.0,4.0,1.0,0.0,15.0,6.0,14.0,0.0,D
Crystal Palace,West Brom,C Foy,16109.0,2.0,1.0,2.0,3.0,5.0,10.0,0.0,3.0,1.0,1.0,5.0,4.0,7.0,0.0,1.0,2.0,2.0,6.0,7.0,12.0,0.0,0.0,2.0,3.0,7.0,10.0,10.0,0.0,H
Aston Villa,West Ham,M Dean,16109.0,2.0,1.0,2.0,9.0,9.0,10.0,0.0,1.0,1.0,3.0,6.0,10.0,12.0,0.0,2.0,1.0,2.0,6.0,5.0,8.0,3.0,1.0,1.0,3.0,5.0,9.0,14.0,3.0,A
Liverpool,Arsenal,M Oliver,16109.0,3.0,2.0,0.0,14.0,6.0,5.0,0.0,4.0,1.0,0.0,15.0,4.0,4.0,0.0,4.0,1.0,0.0,10.0,3.0,5.0,1.0,3.0,1.0,1.0,11.0,10.0,8.0,1.0,H
Chelsea,Newcastle,H Webb,16109.0,4.0,1.0,0.0,9.0,1.0,7.0,0.0,4.0,1.0,0.0,8.0,3.0,9.0,0.0,1.0,1.0,3.0,3.0,7.0,7.0,2.0,3.0,1.0,1.0,7.0,2.0,5.0,2.0,H
Man United,Fulham,K Friend,16110.0,2.0,0.0,3.0,7.0,7.0,7.0,1.0,3.0,0.0,2.0,8.0,4.0,3.0,0.0,1.0,0.0,4.0,3.0,12.0,6.0,0.0,1.0,0.0,4.0,3.0,15.0,3.0,0.0,D
Tottenham,Everton,M Clattenburg,16110.0,3.0,1.0,1.0,9.0,8.0,5.0,1.0,2.0,1.0,2.0,7.0,11.0,10.0,2.0,2.0,2.0,1.0,6.0,7.0,8.0,0.0,1.0,3.0,1.0,5.0,8.0,10.0,0.0,H
Cardiff,Aston Villa,C Foy,16112.0,1.0,0.0,4.0,4.0,12.0,4.0,0.0,2.0,1.0,2.0,5.0,8.0,8.0,0.0,1.0,1.0,3.0,8.0,11.0,7.0,0.0,1.0,1.0,3.0,5.0,8.0,14.0,0.0,D
Hull,Southampton,M Atkinson,16112.0,1.0,1.0,3.0,3.0,5.0,8.0,2.0,1.0,2.0,2.0,9.0,6.0,6.0,0.0,2.0,3.0,0.0,10.0,6.0,5.0,0.0,2.0,2.0,1.0,10.0,5.0,11.0,0.0,A
West Brom,Chelsea,A Taylor,16112.0,0.0,2.0,3.0,6.0,10.0,15.0,0.0,1.0,3.0,1.0,4.0,5.0,10.0,0.0,4.0,1.0,0.0,9.0,1.0,6.0,0.0,3.0,1.0,1.0,8.0,3.0,7.0,0.0,D
West Ham,Norwich,M Oliver,16112.0,3.0,1.0,1.0,7.0,3.0,9.0,2.0,1.0,2.0,2.0,7.0,9.0,6.0,1.0,1.0,2.0,2.0,2.0,4.0,10.0,1.0,1.0,2.0,2.0,4.0,5.0,11.0,1.0,H
Newcastle,Tottenham,N Swarbrick,16113.0,1.0,1.0,3.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,6.0,8.0,8.0,0.0,3.0,1.0,1.0,8.0,7.0,5.0,1.0,4.0,1.0,0.0,11.0,6.0,4.0,0.0,A
Arsenal,Man United,M Clattenburg,16113.0,3.0,1.0,1.0,9.0,8.0,6.0,1.0,3.0,2.0,0.0,7.0,1.0,4.0,0.0,2.0,1.0,2.0,8.0,7.0,5.0,1.0,3.0,0.0,2.0,9.0,7.0,12.0,2.0,D
Fulham,Liverpool,P Dowd,16113.0,0.0,1.0,4.0,3.0,13.0,4.0,0.0,2.0,0.0,3.0,7.0,12.0,6.0,0.0,3.0,2.0,0.0,17.0,7.0,5.0,0.0,2.0,1.0,2.0,13.0,8.0,7.0,0.0,A
Stoke,Swansea,J Moss,16113.0,1.0,1.0,3.0,7.0,10.0,11.0,1.0,3.0,1.0,1.0,11.0,10.0,12.0,0.0,2.0,0.0,3.0,6.0,7.0,6.0,0.0,0.0,2.0,3.0,2.0,7.0,7.0,0.0,D
West Brom,Fulham,M Dean,16123.0,0.0,3.0,2.0,7.0,10.0,16.0,0.0,1.0,4.0,0.0,5.0,4.0,12.0,0.0,0.0,1.0,4.0,4.0,12.0,5.0,0.0,1.0,1.0,3.0,4.0,13.0,1.0,0.0,D
Man City,Stoke,C Foy,16123.0,3.0,1.0,1.0,11.0,4.0,12.0,0.0,4.0,0.0,1.0,13.0,7.0,9.0,0.0,1.0,2.0,2.0,5.0,6.0,12.0,1.0,0.0,1.0,4.0,3.0,12.0,11.0,3.0,H
Crystal Palace,Man United,M Oliver,16123.0,3.0,0.0,2.0,5.0,5.0,8.0,0.0,3.0,1.0,1.0,6.0,5.0,7.0,0.0,1.0,2.0,2.0,6.0,7.0,7.0,1.0,2.0,1.0,2.0,6.0,7.0,12.0,2.0,A
Arsenal,Sunderland,A Marriner,16123.0,2.0,2.0,1.0,7.0,7.0,5.0,1.0,3.0,2.0,0.0,6.0,0.0,5.0,0.0,3.0,1.0,1.0,10.0,5.0,10.0,1.0,3.0,2.0,0.0,10.0,3.0,7.0,0.0,H
Cardiff,Hull,H Webb,16123.0,1.0,1.0,3.0,4.0,10.0,3.0,0.0,1.0,2.0,2.0,4.0,8.0,6.0,0.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,1.0,1.0,3.0,3.0,5.0,8.0,2.0,A
West Ham,Southampton,M Clattenburg,16123.0,3.0,1.0,1.0,7.0,3.0,7.0,1.0,2.0,1.0,2.0,9.0,9.0,6.0,1.0,2.0,3.0,0.0,10.0,6.0,7.0,0.0,3.0,1.0,1.0,10.0,4.0,12.0,0.0,H
Chelsea,Everton,L Probert,16123.0,3.0,2.0,0.0,8.0,2.0,9.0,0.0,4.0,1.0,0.0,9.0,2.0,7.0,0.0,2.0,1.0,2.0,5.0,7.0,7.0,0.0,1.0,2.0,2.0,4.0,8.0,6.0,0.0,H
Norwich,Tottenham,C Pawson,16124.0,1.0,2.0,2.0,2.0,4.0,11.0,1.0,1.0,2.0,2.0,2.0,3.0,11.0,1.0,3.0,1.0,1.0,10.0,7.0,4.0,1.0,4.0,1.0,0.0,13.0,5.0,4.0,0.0,H
Newcastle,Aston Villa,M Atkinson,16124.0,1.0,1.0,3.0,3.0,11.0,6.0,1.0,1.0,0.0,4.0,5.0,11.0,7.0,0.0,1.0,2.0,2.0,7.0,9.0,5.0,0.0,1.0,2.0,2.0,5.0,6.0,12.0,0.0,H
Liverpool,Swansea,M Jones,16124.0,3.0,2.0,0.0,15.0,6.0,7.0,0.0,4.0,1.0,0.0,16.0,4.0,5.0,0.0,2.0,1.0,2.0,7.0,6.0,6.0,0.0,0.0,2.0,3.0,2.0,7.0,6.0,0.0,H
Stoke,Arsenal,M Jones,16130.0,1.0,2.0,2.0,5.0,6.0,11.0,1.0,2.0,2.0,1.0,9.0,9.0,10.0,0.0,2.0,2.0,1.0,9.0,8.0,5.0,1.0,3.0,1.0,1.0,9.0,9.0,9.0,1.0,H
Southampton,Liverpool,L Probert,16130.0,2.0,2.0,1.0,9.0,7.0,8.0,0.0,1.0,2.0,2.0,7.0,10.0,7.0,0.0,4.0,1.0,0.0,17.0,7.0,7.0,0.0,2.0,1.0,2.0,11.0,10.0,10.0,0.0,A
Everton,West Ham,J Moss,16130.0,1.0,1.0,3.0,3.0,8.0,8.0,0.0,4.0,0.0,1.0,10.0,4.0,6.0,1.0,4.0,1.0,0.0,9.0,1.0,7.0,1.0,2.0,1.0,2.0,6.0,5.0,13.0,2.0,H
Fulham,Chelsea,M Clattenburg,16130.0,0.0,2.0,3.0,5.0,11.0,8.0,0.0,1.0,0.0,4.0,7.0,15.0,10.0,0.0,3.0,2.0,0.0,6.0,1.0,9.0,0.0,3.0,2.0,0.0,7.0,1.0,10.0,0.0,A
Hull,Newcastle,K Friend,16130.0,2.0,1.0,2.0,7.0,3.0,5.0,1.0,1.0,1.0,3.0,9.0,7.0,5.0,0.0,1.0,1.0,3.0,1.0,10.0,8.0,1.0,2.0,1.0,2.0,6.0,5.0,6.0,2.0,A
Aston Villa,Norwich,A Taylor,16131.0,1.0,1.0,3.0,5.0,8.0,3.0,0.0,1.0,1.0,3.0,6.0,9.0,8.0,0.0,1.0,2.0,2.0,2.0,4.0,11.0,1.0,0.0,2.0,3.0,2.0,7.0,11.0,1.0,H
Swansea,Crystal Palace,M Dean,16131.0,2.0,1.0,2.0,9.0,7.0,4.0,0.0,2.0,0.0,3.0,9.0,8.0,7.0,0.0,3.0,0.0,2.0,5.0,5.0,6.0,0.0,1.0,0.0,4.0,2.0,7.0,8.0,0.0,D
Tottenham,Cardiff,P Dowd,16131.0,2.0,1.0,2.0,7.0,7.0,6.0,1.0,3.0,1.0,1.0,8.0,6.0,8.0,1.0,1.0,1.0,3.0,2.0,10.0,4.0,0.0,0.0,0.0,5.0,3.0,14.0,4.0,0.0,H
Norwich,Stoke,A Marriner,16137.0,1.0,1.0,3.0,3.0,8.0,13.0,0.0,2.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,1.0,6.0,5.0,12.0,0.0,0.0,1.0,4.0,2.0,8.0,11.0,1.0,D
Crystal Palace,Southampton,H Webb,16137.0,2.0,1.0,2.0,5.0,6.0,10.0,0.0,3.0,1.0,1.0,6.0,4.0,6.0,0.0,2.0,1.0,2.0,7.0,8.0,8.0,0.0,2.0,1.0,2.0,8.0,7.0,11.0,0.0,A
West Brom,Man United,J Moss,16137.0,0.0,3.0,2.0,7.0,10.0,16.0,0.0,1.0,4.0,0.0,5.0,4.0,13.0,0.0,2.0,2.0,1.0,7.0,4.0,6.0,0.0,2.0,1.0,2.0,5.0,5.0,12.0,1.0,A
Cardiff,Fulham,M Atkinson,16137.0,1.0,1.0,3.0,2.0,9.0,6.0,0.0,1.0,2.0,2.0,4.0,9.0,6.0,0.0,0.0,2.0,3.0,6.0,12.0,9.0,0.0,0.0,2.0,3.0,3.0,13.0,4.0,0.0,H
Chelsea,Tottenham,M Oliver,16137.0,4.0,1.0,0.0,9.0,2.0,9.0,0.0,4.0,1.0,0.0,9.0,2.0,7.0,0.0,3.0,1.0,1.0,7.0,2.0,6.0,0.0,3.0,1.0,1.0,10.0,4.0,6.0,0.0,H
Swansea,West Brom,M Atkinson,16144.0,1.0,2.0,2.0,8.0,8.0,4.0,1.0,2.0,1.0,2.0,9.0,7.0,7.0,1.0,0.0,3.0,2.0,4.0,9.0,14.0,0.0,0.0,2.0,3.0,8.0,12.0,12.0,0.0,A
Aston Villa,Chelsea,C Foy,16144.0,1.0,1.0,3.0,5.0,6.0,2.0,0.0,2.0,1.0,2.0,10.0,9.0,6.0,0.0,4.0,1.0,0.0,12.0,2.0,8.0,0.0,4.0,1.0,0.0,10.0,2.0,10.0,0.0,H
Everton,Cardiff,R East,16144.0,2.0,0.0,3.0,3.0,7.0,7.0,0.0,4.0,0.0,1.0,7.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,9.0,6.0,0.0,0.0,0.0,5.0,2.0,12.0,7.0,0.0,H
