home,away,Referee,time,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_Enemy_Acc,A_Enemy_Acc,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,H_atk_3rd_Acc/H_atk_3rd_tot_Acc,H_red_goal_Acc/H_red_tot_Acc,H_red_on_Acc/H_red_tot_Acc,H_chance_goal_Acc/H_chance_tot_Acc,H_successful_tackle_Acc/H_tackle_tot_Acc,H_successful_clearance_Acc/H_clearance_tot_Acc,A_atk_3rd_Acc/A_atk_3rd_tot_Acc,A_red_goal_Acc/A_red_tot_Acc,A_red_on_Acc/A_red_tot_Acc,A_chance_goal_Acc/A_chance_tot_Acc,A_successful_tackle_Acc/A_tackle_tot_Acc,A_successful_clearance_Acc/A_clearance_tot_Acc,y
Chelsea,Man United,M Clattenburg,15641.0,4.0,1.1290322580645162,4.0,1.0,0.0,7.0,4.0,0.0,1.0,9.0,7.525797534974394,106.0,106.0,4.0,4.0,71.0,65.0,43.0,39.0,282.3,292.8000000000001,670.0,568.0,890.0,758.0,9.0,13.0,7.0,9.0,37.0,46.0,7.0,11.0,55.0,55.0,97.0,116.0,133.0,156.0,73.0,90.0,125.0,195.0,53.0,52.0,18.0,14.0,0.7528089887640449,0.24324324324324326,0.1891891891891892,0.12727272727272726,0.7293233082706767,0.584,0.7493403693931399,0.2826086956521739,0.1956521739130435,0.2,0.7435897435897436,0.46153846153846156,A
Everton,Liverpool,A Marriner,15641.0,6.0,1.2727272727272727,2.0,3.0,0.0,5.0,2.0,2.0,1.0,3.0,7.479352226720639,95.0,101.0,7.0,2.0,90.0,82.0,53.0,41.0,259.0999999999999,304.7000000000002,598.0,625.0,822.0,851.0,10.0,4.0,17.0,12.0,69.0,57.0,7.0,3.0,78.0,71.0,71.0,96.0,99.0,122.0,76.0,74.0,162.0,145.0,70.0,70.0,14.0,12.0,0.7274939172749392,0.14492753623188406,0.2463768115942029,0.08974358974358974,0.7171717171717171,0.4691358024691358,0.7344300822561692,0.07017543859649122,0.21052631578947367,0.04225352112676056,0.7868852459016393,0.5103448275862069,D
Southampton,Tottenham,L Mason,15641.0,-10.0,0.6296296296296297,1.0,1.0,3.0,-7.0,4.0,0.0,1.0,4.0,-20.51406494613655,114.0,115.0,8.0,2.0,53.0,96.0,20.0,57.0,261.19999999999976,224.99999999999991,444.0,384.0,687.0,512.0,9.0,10.0,9.0,14.0,35.0,54.0,7.0,6.0,48.0,76.0,118.0,107.0,145.0,122.0,89.0,145.0,187.0,284.0,79.0,94.0,21.0,9.0,0.6462882096069869,0.2571428571428571,0.2571428571428571,0.14583333333333334,0.8137931034482758,0.47593582887700536,0.75,0.18518518518518517,0.25925925925925924,0.07894736842105263,0.8770491803278688,0.5105633802816901,A
West Ham,Man City,H Webb,15647.0,-7.0,0.7878787878787878,2.0,1.0,2.0,1.0,4.0,1.0,0.0,6.0,-21.239687924854774,94.0,120.0,7.0,6.0,68.0,92.0,43.0,56.0,226.40000000000012,282.60000000000014,424.0,641.0,685.0,848.0,8.0,5.0,7.0,17.0,53.0,56.0,6.0,5.0,61.0,72.0,102.0,97.0,124.0,125.0,113.0,63.0,203.0,125.0,56.0,66.0,17.0,13.0,0.618978102189781,0.1509433962264151,0.1320754716981132,0.09836065573770492,0.8225806451612904,0.5566502463054187,0.7558962264150944,0.08928571428571429,0.30357142857142855,0.06944444444444445,0.776,0.504,D
Swansea,Chelsea,K Friend,15647.0,-11.0,0.6764705882352942,1.0,1.0,3.0,-5.0,4.0,0.0,1.0,6.0,-22.183323221087402,107.0,118.0,2.0,2.0,78.0,72.0,43.0,45.0,274.9000000000002,283.7,451.0,660.0,644.0,880.0,4.0,10.0,16.0,9.0,45.0,38.0,3.0,8.0,62.0,60.0,83.0,96.0,102.0,135.0,83.0,72.0,172.0,123.0,80.0,54.0,16.0,17.0,0.7003105590062112,0.08888888888888889,0.35555555555555557,0.04838709677419355,0.8137254901960784,0.48255813953488375,0.75,0.2631578947368421,0.23684210526315788,0.13333333333333333,0.7111111111111111,0.5853658536585366,D
Norwich,Stoke,A Marriner,15647.0,-2.0,0.9047619047619048,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-1.0,-4.897785717051189,110.0,116.0,2.0,7.0,46.0,47.0,23.0,26.0,197.7000000000002,204.60000000000005,397.0,318.0,646.0,542.0,5.0,3.0,7.0,11.0,33.0,33.0,3.0,1.0,40.0,45.0,92.0,100.0,139.0,133.0,77.0,86.0,154.0,159.0,53.0,67.0,22.0,17.0,0.6145510835913313,0.15151515151515152,0.21212121212121213,0.075,0.6618705035971223,0.5,0.5867158671586716,0.09090909090909091,0.3333333333333333,0.022222222222222223,0.7518796992481203,0.5408805031446541,H
Tottenham,Wigan,M Atkinson,15647.0,9.0,1.45,4.0,0.0,1.0,3.0,1.0,1.0,3.0,-2.0,18.955533914343974,112.0,116.0,2.0,3.0,85.0,63.0,50.0,38.0,214.99999999999986,266.70000000000005,333.0,425.0,453.0,612.0,9.0,6.0,12.0,13.0,51.0,39.0,4.0,4.0,68.0,51.0,101.0,82.0,116.0,107.0,153.0,87.0,298.0,169.0,103.0,64.0,12.0,18.0,0.7350993377483444,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.8706896551724138,0.5134228187919463,0.6944444444444444,0.15384615384615385,0.3333333333333333,0.0784313725490196,0.7663551401869159,0.514792899408284,A
Sunderland,Aston Villa,M Jones,15647.0,4.0,1.2222222222222223,1.0,3.0,1.0,-2.0,0.0,2.0,3.0,-6.0,13.477463549522373,110.0,107.0,3.0,3.0,45.0,51.0,23.0,24.0,241.29999999999995,231.90000000000032,329.0,306.0,505.0,584.0,2.0,3.0,2.0,7.0,22.0,36.0,2.0,1.0,36.0,47.0,109.0,90.0,142.0,132.0,79.0,88.0,181.0,190.0,72.0,81.0,30.0,21.0,0.6514851485148515,0.09090909090909091,0.09090909090909091,0.05555555555555555,0.7676056338028169,0.43646408839779005,0.523972602739726,0.08333333333333333,0.19444444444444445,0.02127659574468085,0.6818181818181818,0.4631578947368421,A
Fulham,Everton,N Swarbrick,15647.0,-2.0,0.9285714285714286,2.0,2.0,1.0,1.0,2.0,3.0,0.0,5.0,-5.710045389393208,95.0,95.0,7.0,6.0,66.0,90.0,33.0,51.0,239.99999999999991,256.99999999999994,401.0,589.0,592.0,813.0,7.0,9.0,13.0,15.0,49.0,68.0,7.0,6.0,46.0,79.0,59.0,74.0,82.0,102.0,102.0,58.0,197.0,139.0,97.0,82.0,21.0,13.0,0.6773648648648649,0.14285714285714285,0.2653061224489796,0.15217391304347827,0.7195121951219512,0.5177664974619289,0.7244772447724477,0.1323529411764706,0.22058823529411764,0.0759493670886076,0.7254901960784313,0.4172661870503597,D
Man United,Arsenal,M Dean,15647.0,6.0,1.2222222222222223,4.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,14.026375392802798,119.0,108.0,2.0,3.0,63.0,78.0,36.0,41.0,291.9000000000001,317.4000000000001,550.0,757.0,734.0,945.0,12.0,5.0,9.0,13.0,43.0,44.0,11.0,4.0,54.0,69.0,122.0,109.0,157.0,160.0,112.0,63.0,219.0,123.0,52.0,84.0,15.0,9.0,0.7493188010899182,0.27906976744186046,0.20930232558139536,0.2037037037037037,0.7770700636942676,0.5114155251141552,0.801058201058201,0.11363636363636363,0.29545454545454547,0.057971014492753624,0.68125,0.5121951219512195,H
Liverpool,Newcastle,A Taylor,15648.0,-3.0,0.88,2.0,2.0,1.0,3.0,2.0,2.0,1.0,-1.0,-2.2417806830850324,108.0,109.0,3.0,7.0,74.0,57.0,37.0,27.0,282.6000000000002,235.8,576.0,312.0,800.0,531.0,4.0,6.0,8.0,9.0,51.0,37.0,4.0,3.0,69.0,44.0,92.0,93.0,120.0,119.0,93.0,125.0,177.0,260.0,75.0,60.0,12.0,18.0,0.72,0.0784313725490196,0.1568627450980392,0.057971014492753624,0.7666666666666667,0.5254237288135594,0.5875706214689266,0.16216216216216217,0.24324324324324326,0.06818181818181818,0.7815126050420168,0.4807692307692308,D
QPR,Reading,M Oliver,15648.0,-2.0,0.8823529411764706,0.0,1.0,4.0,-4.0,0.0,3.0,2.0,-2.0,-7.982414872708995,120.0,111.0,8.0,4.0,53.0,53.0,30.0,28.0,252.80000000000018,200.3,400.0,340.0,611.0,637.0,2.0,6.0,10.0,10.0,33.0,36.0,4.0,5.0,41.0,38.0,90.0,87.0,126.0,123.0,105.0,95.0,199.0,171.0,78.0,87.0,28.0,23.0,0.6546644844517185,0.06060606060606061,0.30303030303030304,0.0975609756097561,0.7142857142857143,0.5276381909547738,0.533751962323391,0.16666666666666666,0.2777777777777778,0.13157894736842105,0.7073170731707317,0.5555555555555556,D
West Brom,Southampton,M Halsey,15649.0,10.0,1.625,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-3.0,9.889459271118582,103.0,118.0,8.0,5.0,60.0,55.0,31.0,22.0,233.89999999999992,263.49999999999983,374.0,474.0,585.0,724.0,7.0,9.0,8.0,8.0,34.0,38.0,4.0,7.0,51.0,51.0,99.0,110.0,142.0,134.0,88.0,89.0,184.0,170.0,46.0,78.0,25.0,17.0,0.6393162393162393,0.20588235294117646,0.23529411764705882,0.0784313725490196,0.6971830985915493,0.4782608695652174,0.6546961325966851,0.23684210526315788,0.21052631578947367,0.13725490196078433,0.8208955223880597,0.5235294117647059,H
Stoke,QPR,M Atkinson,15654.0,5.0,1.3333333333333333,1.0,2.0,2.0,-1.0,0.0,2.0,3.0,-3.0,8.063263542265364,108.0,115.0,7.0,6.0,42.0,67.0,23.0,36.0,220.70000000000007,252.2000000000002,347.0,382.0,607.0,574.0,3.0,2.0,12.0,9.0,33.0,34.0,1.0,4.0,36.0,51.0,93.0,97.0,124.0,133.0,83.0,113.0,149.0,211.0,73.0,81.0,14.0,26.0,0.57166392092257,0.09090909090909091,0.36363636363636365,0.027777777777777776,0.75,0.5570469798657718,0.6655052264808362,0.058823529411764705,0.2647058823529412,0.0784313725490196,0.7293233082706767,0.5355450236966824,H
Wigan,West Brom,N Swarbrick,15654.0,-6.0,0.7857142857142857,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.717000040124006,122.0,100.0,7.0,4.0,52.0,67.0,33.0,33.0,252.00000000000003,224.49999999999991,359.0,385.0,541.0,586.0,6.0,7.0,12.0,9.0,33.0,38.0,4.0,5.0,43.0,57.0,82.0,109.0,109.0,149.0,92.0,94.0,188.0,183.0,71.0,52.0,23.0,24.0,0.6635859519408502,0.18181818181818182,0.36363636363636365,0.09302325581395349,0.7522935779816514,0.48936170212765956,0.6569965870307167,0.18421052631578946,0.23684210526315788,0.08771929824561403,0.7315436241610739,0.5136612021857924,A
Southampton,Swansea,A Marriner,15654.0,-8.0,0.6521739130434783,0.0,1.0,4.0,-8.0,1.0,2.0,2.0,-2.0,-13.868788227511924,123.0,117.0,4.0,7.0,52.0,69.0,23.0,39.0,259.5999999999998,278.6000000000002,438.0,497.0,677.0,679.0,5.0,4.0,8.0,13.0,35.0,38.0,4.0,3.0,43.0,56.0,108.0,86.0,133.0,104.0,82.0,79.0,152.0,171.0,72.0,79.0,19.0,11.0,0.6469719350073855,0.14285714285714285,0.22857142857142856,0.09302325581395349,0.8120300751879699,0.5394736842105263,0.7319587628865979,0.10526315789473684,0.34210526315789475,0.05357142857142857,0.8269230769230769,0.4619883040935672,D
Aston Villa,Man United,K Friend,15654.0,-15.0,0.5714285714285714,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,6.0,-20.944641049841277,112.0,127.0,7.0,2.0,52.0,66.0,28.0,39.0,236.70000000000027,291.60000000000014,337.0,539.0,600.0,727.0,3.0,12.0,7.0,13.0,33.0,50.0,2.0,11.0,48.0,59.0,90.0,115.0,127.0,141.0,91.0,103.0,221.0,197.0,73.0,55.0,23.0,15.0,0.5616666666666666,0.09090909090909091,0.21212121212121213,0.041666666666666664,0.7086614173228346,0.4117647058823529,0.7414030261348006,0.24,0.26,0.1864406779661017,0.8156028368794326,0.5228426395939086,A
Everton,Sunderland,L Mason,15654.0,7.0,1.3333333333333333,1.0,4.0,0.0,2.0,1.0,2.0,2.0,-3.0,13.521672771672769,97.0,104.0,7.0,7.0,86.0,52.0,47.0,22.0,264.5999999999999,258.2,577.0,378.0,817.0,570.0,8.0,1.0,13.0,2.0,63.0,29.0,5.0,1.0,77.0,43.0,84.0,101.0,116.0,128.0,48.0,74.0,121.0,157.0,87.0,71.0,10.0,22.0,0.7062423500611995,0.12698412698412698,0.20634920634920634,0.06493506493506493,0.7241379310344828,0.39669421487603307,0.6631578947368421,0.034482758620689655,0.06896551724137931,0.023255813953488372,0.7890625,0.4713375796178344,H
Arsenal,Fulham,P Dowd,15654.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,-6.3147568759840595,116.0,102.0,3.0,7.0,75.0,62.0,40.0,29.0,310.9000000000001,244.49999999999991,695.0,412.0,879.0,596.0,5.0,6.0,14.0,11.0,44.0,43.0,4.0,5.0,67.0,47.0,96.0,76.0,148.0,100.0,69.0,102.0,126.0,209.0,71.0,97.0,7.0,25.0,0.7906712172923777,0.11363636363636363,0.3181818181818182,0.05970149253731343,0.6486486486486487,0.5476190476190477,0.6912751677852349,0.13953488372093023,0.2558139534883721,0.10638297872340426,0.76,0.4880382775119617,D
Reading,Norwich,C Foy,15654.0,-4.0,0.8095238095238095,0.0,4.0,1.0,-1.0,2.0,1.0,2.0,-4.0,-5.675470776878949,102.0,109.0,6.0,7.0,63.0,50.0,35.0,28.0,197.1,194.1000000000002,343.0,385.0,635.0,625.0,7.0,6.0,11.0,7.0,45.0,30.0,5.0,4.0,47.0,43.0,88.0,98.0,132.0,141.0,106.0,83.0,187.0,162.0,89.0,56.0,27.0,20.0,0.5401574803149606,0.15555555555555556,0.24444444444444444,0.10638297872340426,0.6666666666666666,0.5668449197860963,0.616,0.2,0.23333333333333334,0.09302325581395349,0.6950354609929078,0.5123456790123457,D
Chelsea,Liverpool,H Webb,15655.0,12.0,1.5454545454545454,3.0,1.0,1.0,5.0,2.0,3.0,0.0,4.0,6.787213164161404,120.0,107.0,3.0,2.0,66.0,81.0,43.0,41.0,271.8,295.9000000000002,586.0,604.0,782.0,844.0,10.0,4.0,9.0,10.0,37.0,52.0,7.0,5.0,47.0,74.0,100.0,96.0,140.0,126.0,74.0,88.0,131.0,169.0,53.0,75.0,17.0,11.0,0.7493606138107417,0.2702702702702703,0.24324324324324326,0.14893617021276595,0.7142857142857143,0.5648854961832062,0.7156398104265402,0.07692307692307693,0.19230769230769232,0.06756756756756757,0.7619047619047619,0.5207100591715976,D
Man City,Tottenham,M Oliver,15655.0,5.0,1.1785714285714286,4.0,1.0,0.0,6.0,3.0,0.0,2.0,1.0,15.761440061606919,121.0,113.0,4.0,2.0,96.0,80.0,54.0,46.0,306.4000000000001,222.7999999999999,739.0,353.0,941.0,480.0,4.0,8.0,17.0,7.0,61.0,43.0,4.0,4.0,78.0,61.0,68.0,98.0,87.0,114.0,67.0,148.0,135.0,279.0,56.0,109.0,12.0,11.0,0.7853347502656748,0.06557377049180328,0.2786885245901639,0.05128205128205128,0.7816091954022989,0.4962962962962963,0.7354166666666667,0.18604651162790697,0.16279069767441862,0.06557377049180328,0.8596491228070176,0.5304659498207885,H
Newcastle,West Ham,M Dean,15655.0,-1.0,0.9615384615384616,1.0,3.0,1.0,-2.0,2.0,1.0,2.0,1.0,4.512363433667787,111.0,106.0,2.0,7.0,51.0,54.0,22.0,33.0,217.7,200.1000000000001,273.0,397.0,468.0,648.0,6.0,7.0,6.0,5.0,28.0,39.0,3.0,5.0,38.0,50.0,102.0,102.0,138.0,133.0,126.0,119.0,274.0,225.0,60.0,56.0,23.0,20.0,0.5833333333333334,0.21428571428571427,0.21428571428571427,0.07894736842105263,0.7391304347826086,0.45985401459854014,0.6126543209876543,0.1794871794871795,0.1282051282051282,0.1,0.7669172932330827,0.5288888888888889,A
Norwich,Man United,A Taylor,15661.0,-16.0,0.5675675675675675,2.0,2.0,1.0,-1.0,5.0,0.0,0.0,8.0,-20.579475164149564,108.0,123.0,7.0,6.0,50.0,67.0,24.0,38.0,211.9000000000002,287.00000000000017,376.0,543.0,621.0,723.0,4.0,12.0,7.0,12.0,27.0,49.0,3.0,11.0,40.0,64.0,97.0,105.0,129.0,128.0,103.0,120.0,198.0,213.0,58.0,53.0,15.0,14.0,0.605475040257649,0.14814814814814814,0.25925925925925924,0.075,0.751937984496124,0.5202020202020202,0.7510373443983402,0.24489795918367346,0.24489795918367346,0.171875,0.8203125,0.5633802816901409,H
West Brom,Chelsea,M Oliver,15661.0,-4.0,0.8823529411764706,3.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,-6.477278356634219,102.0,117.0,7.0,5.0,60.0,68.0,30.0,41.0,215.99999999999991,266.3,360.0,585.0,558.0,791.0,7.0,10.0,10.0,11.0,39.0,44.0,6.0,7.0,56.0,52.0,104.0,109.0,141.0,148.0,90.0,70.0,167.0,124.0,56.0,51.0,18.0,16.0,0.6451612903225806,0.1794871794871795,0.2564102564102564,0.10714285714285714,0.7375886524822695,0.5389221556886228,0.7395701643489254,0.22727272727272727,0.25,0.1346153846153846,0.7364864864864865,0.5645161290322581,H
Reading,Everton,M Atkinson,15661.0,-13.0,0.5666666666666667,0.0,4.0,1.0,-1.0,1.0,4.0,0.0,1.0,-16.045004668534073,99.0,99.0,7.0,7.0,56.0,85.0,31.0,48.0,199.00000000000003,274.79999999999995,319.0,603.0,596.0,864.0,5.0,7.0,9.0,12.0,37.0,60.0,3.0,5.0,43.0,76.0,78.0,84.0,111.0,116.0,102.0,47.0,188.0,122.0,90.0,73.0,26.0,12.0,0.535234899328859,0.13513513513513514,0.24324324324324326,0.06976744186046512,0.7027027027027027,0.5425531914893617,0.6979166666666666,0.11666666666666667,0.2,0.06578947368421052,0.7241379310344828,0.38524590163934425,H
Newcastle,Swansea,P Dowd,15661.0,1.0,1.0434782608695652,1.0,2.0,2.0,-3.0,1.0,3.0,1.0,0.0,-2.40996622825514,119.0,112.0,6.0,7.0,57.0,66.0,28.0,42.0,214.9,269.2000000000002,273.0,488.0,467.0,677.0,4.0,5.0,10.0,14.0,33.0,39.0,1.0,3.0,41.0,55.0,101.0,81.0,132.0,102.0,105.0,85.0,226.0,176.0,65.0,86.0,23.0,14.0,0.5845824411134903,0.12121212121212122,0.30303030303030304,0.024390243902439025,0.7651515151515151,0.4646017699115044,0.7208271787296898,0.1282051282051282,0.358974358974359,0.05454545454545454,0.7941176470588235,0.48295454545454547,A
Man City,Aston Villa,J Moss,15661.0,16.0,1.8421052631578947,4.0,1.0,0.0,6.0,1.0,1.0,3.0,-3.0,28.782777057943917,124.0,121.0,6.0,6.0,91.0,43.0,50.0,27.0,297.2000000000001,209.80000000000027,639.0,320.0,838.0,572.0,4.0,4.0,18.0,7.0,61.0,25.0,5.0,4.0,72.0,37.0,72.0,88.0,90.0,126.0,68.0,103.0,138.0,262.0,57.0,92.0,12.0,24.0,0.7625298329355609,0.06557377049180328,0.29508196721311475,0.06944444444444445,0.8,0.4927536231884058,0.5594405594405595,0.16,0.28,0.10810810810810811,0.6984126984126984,0.3931297709923664,H
Liverpool,Wigan,K Friend,15661.0,1.0,1.0476190476190477,1.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,3.3789131920710886,122.0,129.0,5.0,7.0,80.0,58.0,40.0,36.0,285.7000000000002,267.70000000000005,575.0,432.0,805.0,609.0,4.0,7.0,10.0,9.0,46.0,33.0,4.0,4.0,68.0,45.0,116.0,82.0,154.0,105.0,82.0,88.0,155.0,176.0,72.0,81.0,9.0,22.0,0.7142857142857143,0.08695652173913043,0.21739130434782608,0.058823529411764705,0.7532467532467533,0.5290322580645161,0.7093596059113301,0.21212121212121213,0.2727272727272727,0.08888888888888889,0.780952380952381,0.5,H
Arsenal,Tottenham,H Webb,15661.0,-1.0,0.9629629629629629,2.0,1.0,2.0,1.0,2.0,0.0,3.0,-1.0,3.3715471456647954,113.0,118.0,7.0,6.0,76.0,76.0,44.0,42.0,315.9000000000001,234.99999999999991,685.0,372.0,876.0,538.0,7.0,7.0,14.0,7.0,44.0,40.0,6.0,4.0,63.0,59.0,89.0,89.0,131.0,109.0,64.0,140.0,126.0,241.0,64.0,119.0,7.0,10.0,0.7819634703196348,0.1590909090909091,0.3181818181818182,0.09523809523809523,0.6793893129770993,0.5079365079365079,0.6914498141263941,0.175,0.175,0.06779661016949153,0.8165137614678899,0.5809128630705395,H
QPR,Southampton,M Dean,15661.0,-1.0,0.9333333333333333,0.0,2.0,3.0,-3.0,0.0,2.0,3.0,-6.0,-1.219829059829065,111.0,120.0,7.0,7.0,71.0,55.0,35.0,26.0,256.6000000000002,260.39999999999975,398.0,449.0,565.0,690.0,2.0,5.0,7.0,8.0,34.0,39.0,3.0,4.0,56.0,45.0,89.0,101.0,122.0,122.0,97.0,70.0,186.0,136.0,74.0,79.0,24.0,15.0,0.7044247787610619,0.058823529411764705,0.20588235294117646,0.05357142857142857,0.7295081967213115,0.521505376344086,0.6507246376811594,0.1282051282051282,0.20512820512820512,0.08888888888888889,0.8278688524590164,0.5147058823529411,A
Fulham,Sunderland,L Probert,15662.0,6.0,1.3,1.0,4.0,0.0,1.0,0.0,2.0,3.0,-5.0,18.327991452991455,103.0,112.0,8.0,8.0,64.0,47.0,31.0,20.0,259.2,245.79999999999993,434.0,347.0,606.0,555.0,8.0,1.0,11.0,4.0,46.0,33.0,7.0,1.0,52.0,40.0,75.0,103.0,102.0,139.0,106.0,85.0,225.0,182.0,89.0,78.0,20.0,27.0,0.7161716171617162,0.17391304347826086,0.2391304347826087,0.1346153846153846,0.7352941176470589,0.4711111111111111,0.6252252252252253,0.030303030303030304,0.12121212121212122,0.025,0.7410071942446043,0.46703296703296704,A
West Ham,Stoke,C Foy,15663.0,6.0,1.2727272727272727,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-2.0,5.948787739785921,113.0,100.0,8.0,9.0,47.0,42.0,28.0,23.0,200.80000000000013,226.80000000000007,372.0,379.0,603.0,666.0,6.0,2.0,6.0,11.0,40.0,33.0,4.0,1.0,43.0,36.0,105.0,88.0,145.0,124.0,126.0,74.0,242.0,144.0,51.0,68.0,20.0,20.0,0.6169154228855721,0.15,0.15,0.09302325581395349,0.7241379310344828,0.5206611570247934,0.5690690690690691,0.06060606060606061,0.3333333333333333,0.027777777777777776,0.7096774193548387,0.5138888888888888,D
Man United,QPR,L Probert,15668.0,23.0,2.769230769230769,4.0,0.0,1.0,4.0,0.0,2.0,3.0,-4.0,31.632742392942617,120.0,100.0,3.0,7.0,67.0,71.0,38.0,36.0,294.8000000000002,248.30000000000015,635.0,351.0,832.0,519.0,10.0,2.0,12.0,9.0,49.0,36.0,8.0,2.0,67.0,59.0,90.0,104.0,102.0,136.0,106.0,105.0,185.0,207.0,57.0,65.0,13.0,27.0,0.7632211538461539,0.20408163265306123,0.24489795918367346,0.11940298507462686,0.8823529411764706,0.572972972972973,0.6763005780346821,0.05555555555555555,0.25,0.03389830508474576,0.7647058823529411,0.5072463768115942,H
Wigan,Reading,H Webb,15668.0,1.0,1.0526315789473684,2.0,0.0,3.0,-3.0,1.0,3.0,1.0,0.0,-4.202864782276549,123.0,107.0,7.0,7.0,57.0,60.0,33.0,29.0,272.70000000000005,210.1,448.0,340.0,611.0,603.0,5.0,5.0,9.0,9.0,27.0,38.0,2.0,3.0,43.0,48.0,86.0,73.0,118.0,102.0,85.0,98.0,161.0,181.0,82.0,83.0,23.0,25.0,0.7332242225859247,0.18518518518518517,0.3333333333333333,0.046511627906976744,0.7288135593220338,0.5279503105590062,0.5638474295190713,0.13157894736842105,0.23684210526315788,0.0625,0.7156862745098039,0.5414364640883977,H
Aston Villa,Arsenal,L Mason,15668.0,-10.0,0.6428571428571429,1.0,1.0,3.0,-6.0,2.0,1.0,2.0,2.0,-9.988238787356437,130.0,114.0,7.0,2.0,45.0,69.0,30.0,40.0,199.10000000000028,313.00000000000006,292.0,660.0,527.0,847.0,4.0,10.0,7.0,13.0,27.0,43.0,4.0,7.0,40.0,54.0,97.0,83.0,129.0,123.0,107.0,60.0,261.0,121.0,87.0,69.0,22.0,8.0,0.5540796963946869,0.14814814814814814,0.25925925925925924,0.1,0.751937984496124,0.4099616858237548,0.7792207792207793,0.23255813953488372,0.3023255813953488,0.12962962962962962,0.6747967479674797,0.49586776859504134,D
Sunderland,West Brom,M Dean,15668.0,-10.0,0.6875,1.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,-11.201672515390662,111.0,119.0,5.0,7.0,51.0,55.0,23.0,28.0,256.99999999999994,206.39999999999984,395.0,363.0,614.0,563.0,3.0,6.0,3.0,11.0,33.0,36.0,4.0,6.0,43.0,49.0,98.0,105.0,132.0,137.0,84.0,96.0,171.0,191.0,80.0,61.0,26.0,21.0,0.6433224755700325,0.09090909090909091,0.09090909090909091,0.09302325581395349,0.7424242424242424,0.49122807017543857,0.6447602131438721,0.16666666666666666,0.3055555555555556,0.12244897959183673,0.7664233576642335,0.5026178010471204,A
Everton,Norwich,M Jones,15668.0,6.0,1.2608695652173914,1.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,-9.70503464543713,97.0,114.0,7.0,6.0,90.0,53.0,48.0,25.0,281.29999999999995,218.5000000000002,566.0,400.0,828.0,636.0,6.0,4.0,14.0,6.0,67.0,26.0,4.0,3.0,75.0,44.0,90.0,91.0,123.0,130.0,61.0,108.0,141.0,204.0,74.0,56.0,10.0,11.0,0.6835748792270532,0.08955223880597014,0.208955223880597,0.05333333333333334,0.7317073170731707,0.4326241134751773,0.6289308176100629,0.15384615384615385,0.23076923076923078,0.06818181818181818,0.7,0.5294117647058824,D
Stoke,Fulham,M Oliver,15668.0,-3.0,0.88,1.0,2.0,2.0,-2.0,1.0,3.0,1.0,-1.0,-5.227074453072635,108.0,105.0,4.0,5.0,49.0,68.0,26.0,39.0,231.70000000000005,250.39999999999992,394.0,467.0,665.0,647.0,3.0,8.0,11.0,14.0,34.0,48.0,2.0,7.0,37.0,58.0,79.0,78.0,105.0,109.0,99.0,99.0,174.0,214.0,58.0,92.0,19.0,18.0,0.5924812030075188,0.08823529411764706,0.3235294117647059,0.05405405405405406,0.7523809523809524,0.5689655172413793,0.7217928902627512,0.16666666666666666,0.2916666666666667,0.1206896551724138,0.7155963302752294,0.46261682242990654,H
Chelsea,Man City,C Foy,15669.0,-4.0,0.8918918918918919,1.0,2.0,2.0,0.0,4.0,1.0,0.0,8.0,-17.099149948178283,129.0,120.0,4.0,3.0,67.0,86.0,40.0,42.0,262.1,303.3,595.0,739.0,794.0,939.0,7.0,8.0,12.0,17.0,38.0,64.0,5.0,6.0,46.0,75.0,111.0,72.0,143.0,89.0,72.0,54.0,126.0,126.0,55.0,61.0,17.0,16.0,0.7493702770780857,0.18421052631578946,0.3157894736842105,0.10869565217391304,0.7762237762237763,0.5714285714285714,0.7870074547390842,0.125,0.265625,0.08,0.8089887640449438,0.42857142857142855,D
