home,away,Referee,time,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_interceptions_Acc,A_interceptions_Acc,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,y
West Brom,Leicester,M Atkinson,16536.0,7.0,7.0,48.0,70.0,15.0,21.0,196.8,207.0,587.0,665.0,337.0,394.0,84.0,102.0,132.0,144.0,7.0,1.5,2.0,0.0,3.0,-5.0,1.0,2.0,2.0,-2.0,-4.076036463536463,0.5741056218057922,0.5924812030075188,A
West Ham,Stoke,R East,16536.0,7.0,6.0,76.0,61.0,22.0,13.0,248.40000000000012,256.4,703.0,530.0,460.0,317.0,49.0,61.0,134.0,131.0,-3.0,0.8928571428571429,1.0,0.0,4.0,-6.0,2.0,0.0,3.0,0.0,-10.565178944618602,0.6543385490753911,0.5981132075471698,D
Burnley,Arsenal,M Dean,16536.0,6.0,7.0,62.0,79.0,18.0,35.0,192.2,270.4,566.0,880.0,274.0,654.0,55.0,123.0,176.0,131.0,-27.0,0.425531914893617,1.0,1.0,3.0,-4.0,5.0,0.0,0.0,10.0,-33.7525993743099,0.4840989399293286,0.7431818181818182,A
Tottenham,Aston Villa,L Probert,16536.0,6.0,3.0,60.0,67.0,20.0,28.0,297.7000000000001,248.00000000000014,690.0,709.0,490.0,459.0,86.0,52.0,119.0,129.0,23.0,2.2777777777777777,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,18.944514876695727,0.7101449275362319,0.6473906911142454,A
Man United,Man City,M Clattenburg,16537.0,8.0,5.0,77.0,116.0,29.0,35.0,330.5000000000001,346.5,1023.0,1353.0,812.0,1126.0,76.0,78.0,148.0,116.0,6.0,1.146341463414634,5.0,0.0,0.0,9.0,2.0,0.0,3.0,2.0,28.933480768951085,0.793743890518084,0.8322246858832225,H
QPR,Chelsea,A Marriner,16537.0,4.0,7.0,65.0,75.0,23.0,28.0,226.8,295.1,613.0,1106.0,346.0,823.0,70.0,35.0,114.0,127.0,-26.0,0.4222222222222222,1.0,1.0,3.0,-1.0,3.0,2.0,0.0,3.0,-33.96359290496529,0.564437194127243,0.744122965641953,A
Liverpool,Newcastle,L Mason,16538.0,4.0,8.0,67.0,61.0,21.0,16.0,258.3,224.2,725.0,559.0,508.0,326.0,59.0,91.0,177.0,128.0,21.0,2.05,3.0,0.0,2.0,0.0,1.0,0.0,4.0,-5.0,34.175087412587416,0.7006896551724138,0.5831842576028623,H
Crystal Palace,West Brom,J Moss,16543.0,7.0,7.0,55.0,49.0,18.0,17.0,194.2999999999998,207.1,507.0,598.0,300.0,337.0,65.0,77.0,140.0,112.0,10.0,1.4761904761904763,4.0,0.0,1.0,6.0,1.0,0.0,4.0,-7.0,31.626626247071954,0.591715976331361,0.5635451505016722,A
Stoke,Southampton,M Clattenburg,16543.0,7.0,7.0,62.0,75.0,13.0,17.0,262.9,271.49999999999994,581.0,755.0,356.0,523.0,58.0,101.0,135.0,125.0,-2.0,0.9354838709677419,1.0,1.0,3.0,-1.0,3.0,1.0,1.0,4.0,-12.135069665797353,0.612736660929432,0.6927152317880795,H
Leicester,Swansea,L Probert,16543.0,7.0,7.0,67.0,49.0,21.0,21.0,219.6,251.40000000000003,670.0,534.0,385.0,361.0,107.0,90.0,142.0,132.0,-13.0,0.5666666666666667,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,1.0,-1.2804467382053595,0.5746268656716418,0.6760299625468165,H
Chelsea,Man United,M Dean,16543.0,6.0,6.0,70.0,58.0,24.0,26.0,293.9000000000001,314.4000000000001,1049.0,899.0,747.0,679.0,31.0,94.0,127.0,168.0,-2.0,0.9574468085106383,4.0,1.0,0.0,4.0,5.0,0.0,0.0,9.0,-6.537681794262696,0.7121067683508103,0.7552836484983315,H
Everton,Burnley,M Jones,16543.0,7.0,6.0,56.0,57.0,26.0,16.0,250.89999999999992,176.5,744.0,571.0,517.0,293.0,79.0,68.0,133.0,195.0,5.0,1.2941176470588236,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-4.0,11.516593137638772,0.6948924731182796,0.5131348511383538,H
Newcastle,Tottenham,K Friend,16544.0,5.0,8.0,57.0,54.0,14.0,16.0,213.0,293.7000000000001,524.0,625.0,313.0,428.0,101.0,86.0,156.0,107.0,-21.0,0.4473684210526316,0.0,0.0,5.0,-8.0,2.0,1.0,2.0,-2.0,-28.523706256937963,0.5973282442748091,0.6848,A
Man City,West Ham,A Taylor,16544.0,7.0,8.0,118.0,65.0,37.0,20.0,335.6,215.40000000000012,1312.0,604.0,1086.0,376.0,81.0,54.0,124.0,142.0,12.0,1.4615384615384615,2.0,0.0,3.0,1.0,1.0,1.0,3.0,-4.0,8.188217957854015,0.8277439024390244,0.6225165562913907,H
Southampton,Tottenham,J Moss,16550.0,7.0,6.0,64.0,55.0,20.0,18.0,260.29999999999995,292.2000000000001,679.0,549.0,452.0,369.0,94.0,93.0,131.0,105.0,-7.0,0.8157894736842105,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-1.0,-2.349063610760261,0.6656848306332842,0.6721311475409836,D
West Brom,Liverpool,R East,16550.0,7.0,6.0,54.0,70.0,20.0,22.0,196.2,272.6,566.0,734.0,319.0,517.0,87.0,59.0,130.0,152.0,-20.0,0.5454545454545454,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,1.0,-21.001314234545944,0.5636042402826855,0.7043596730245232,D
Stoke,Sunderland,M Atkinson,16550.0,7.0,14.0,66.0,56.0,12.0,15.0,267.2,251.6,564.0,567.0,333.0,343.0,52.0,78.0,143.0,107.0,15.0,1.8823529411764706,1.0,1.0,3.0,-2.0,1.0,1.0,3.0,-7.0,11.196386148149216,0.5904255319148937,0.6049382716049383,D
Newcastle,Swansea,N Swarbrick,16550.0,6.0,7.0,59.0,49.0,17.0,22.0,219.79999999999995,271.50000000000006,533.0,558.0,322.0,386.0,99.0,84.0,154.0,112.0,-12.0,0.5862068965517241,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,0.0,-22.43970349880528,0.6041275797373359,0.6917562724014337,A
Burnley,Leicester,A Taylor,16550.0,7.0,7.0,58.0,79.0,16.0,25.0,174.4,230.90000000000003,576.0,726.0,296.0,420.0,63.0,98.0,178.0,130.0,-3.0,0.8421052631578947,1.0,1.0,3.0,-3.0,3.0,1.0,1.0,3.0,-18.06754353528034,0.5138888888888888,0.5785123966942148,A
Crystal Palace,Hull,M Clattenburg,16550.0,7.0,14.0,65.0,71.0,19.0,23.0,226.59999999999985,222.6,561.0,591.0,331.0,336.0,65.0,68.0,127.0,124.0,12.0,1.6666666666666667,4.0,0.0,1.0,5.0,0.0,2.0,3.0,-5.0,23.556021253832043,0.5900178253119429,0.5685279187817259,A
Man City,Aston Villa,M Dean,16550.0,6.0,6.0,114.0,61.0,31.0,23.0,332.9,232.2000000000001,1282.0,692.0,1081.0,442.0,84.0,60.0,139.0,147.0,18.0,1.9,2.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,-0.05363919550649854,0.843213728549142,0.638728323699422,H
QPR,West Ham,M Jones,16550.0,13.0,6.0,63.0,56.0,21.0,18.0,229.4,203.0000000000001,630.0,556.0,349.0,348.0,81.0,59.0,122.0,135.0,-7.0,0.6956521739130435,1.0,1.0,3.0,-1.0,1.0,1.0,3.0,-5.0,-0.7179777754663377,0.553968253968254,0.6258992805755396,D
Arsenal,Chelsea,M Oliver,16551.0,7.0,7.0,79.0,65.0,36.0,23.0,291.49999999999994,268.20000000000005,936.0,989.0,699.0,698.0,126.0,36.0,128.0,144.0,5.0,1.1111111111111112,5.0,0.0,0.0,9.0,4.0,1.0,0.0,4.0,5.564793335204023,0.7467948717948718,0.7057633973710818,D
Everton,Man United,A Marriner,16551.0,8.0,7.0,67.0,62.0,29.0,23.0,260.5999999999999,316.9000000000001,738.0,863.0,515.0,655.0,73.0,98.0,118.0,181.0,-19.0,0.5681818181818182,4.0,1.0,0.0,6.0,4.0,0.0,1.0,7.0,-10.708899788155108,0.6978319783197832,0.7589803012746235,H
Hull,Liverpool,L Probert,16553.0,3.0,3.0,77.0,72.0,25.0,19.0,234.4,283.2,606.0,805.0,362.0,565.0,66.0,57.0,136.0,157.0,-21.0,0.5,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,-1.0,-19.150048725351404,0.5973597359735974,0.7018633540372671,H
Leicester,Chelsea,M Clattenburg,16554.0,4.0,3.0,72.0,50.0,26.0,19.0,219.80000000000004,250.10000000000005,672.0,860.0,371.0,587.0,107.0,47.0,128.0,160.0,-23.0,0.4888888888888889,4.0,0.0,1.0,4.0,4.0,1.0,0.0,4.0,-13.247249203824559,0.5520833333333334,0.6825581395348838,A
West Ham,Burnley,J Moss,16557.0,7.0,7.0,57.0,60.0,19.0,16.0,217.1000000000001,205.0,572.0,647.0,350.0,341.0,53.0,67.0,107.0,155.0,6.0,1.4,1.0,2.0,2.0,-2.0,0.0,1.0,4.0,-5.0,7.412523038211123,0.6118881118881119,0.527047913446677,H
Swansea,Stoke,C Pawson,16557.0,7.0,7.0,50.0,80.0,25.0,18.0,276.90000000000003,271.1,541.0,593.0,374.0,359.0,72.0,54.0,90.0,138.0,-4.0,0.8787878787878788,3.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1.4590677017933622,0.6913123844731978,0.6053962900505903,H
Sunderland,Southampton,M Jones,16557.0,7.0,7.0,62.0,65.0,17.0,19.0,233.0,257.49999999999994,514.0,661.0,310.0,441.0,82.0,84.0,121.0,124.0,-15.0,0.53125,1.0,1.0,3.0,-7.0,2.0,1.0,2.0,2.0,-14.064425044464137,0.603112840466926,0.6671709531013615,H
Liverpool,QPR,M Atkinson,16557.0,3.0,7.0,68.0,70.0,23.0,24.0,298.3,226.7,829.0,637.0,581.0,360.0,52.0,73.0,148.0,122.0,22.0,2.2941176470588234,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,1.0,9.709626755358464,0.7008443908323281,0.565149136577708,H
Leicester,Newcastle,M Dean,16557.0,2.0,7.0,66.0,59.0,23.0,17.0,222.60000000000005,222.5,664.0,576.0,373.0,353.0,103.0,102.0,133.0,163.0,6.0,1.375,4.0,0.0,1.0,3.0,0.0,0.0,5.0,-7.0,34.594043720461606,0.5617469879518072,0.6128472222222222,H
Aston Villa,Everton,M Clattenburg,16557.0,6.0,6.0,60.0,61.0,19.0,27.0,227.7000000000001,240.69999999999993,644.0,666.0,398.0,454.0,61.0,69.0,166.0,133.0,-10.0,0.6296296296296297,1.0,1.0,3.0,-3.0,4.0,1.0,0.0,6.0,-22.639642618797154,0.6180124223602484,0.6816816816816816,H
Man United,West Brom,A Taylor,16557.0,6.0,7.0,68.0,50.0,24.0,19.0,330.4000000000001,179.00000000000003,928.0,536.0,722.0,276.0,97.0,91.0,166.0,142.0,16.0,1.64,3.0,0.0,2.0,1.0,1.0,1.0,3.0,-5.0,18.101789398544717,0.7780172413793104,0.5149253731343284,A
Chelsea,Crystal Palace,K Friend,16558.0,3.0,8.0,53.0,57.0,20.0,18.0,256.40000000000003,229.09999999999985,885.0,570.0,615.0,333.0,60.0,74.0,164.0,126.0,15.0,1.5,4.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,23.391080389144918,0.6949152542372882,0.5842105263157895,H
Tottenham,Man City,A Marriner,16558.0,8.0,7.0,57.0,104.0,19.0,30.0,308.1,307.2,598.0,1237.0,406.0,1035.0,94.0,71.0,94.0,140.0,1.0,1.0263157894736843,2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,-0.5292819815496159,0.6789297658862876,0.8367016976556184,A
Hull,Arsenal,L Mason,16559.0,5.0,8.0,72.0,71.0,24.0,28.0,216.5,291.69999999999993,586.0,977.0,355.0,745.0,70.0,124.0,168.0,154.0,-25.0,0.4791666666666667,2.0,0.0,3.0,-2.0,4.0,1.0,0.0,8.0,-27.565638538294618,0.60580204778157,0.7625383828045036,A
Leicester,Southampton,R East,16564.0,7.0,7.0,65.0,56.0,23.0,18.0,220.20000000000005,253.7,638.0,656.0,366.0,425.0,99.0,89.0,123.0,119.0,-7.0,0.78125,4.0,0.0,1.0,5.0,1.0,1.0,3.0,-1.0,16.165301273443788,0.5736677115987461,0.6478658536585366,H
Stoke,Tottenham,M Clattenburg,16564.0,7.0,6.0,72.0,68.0,17.0,20.0,266.2,297.4000000000001,599.0,608.0,368.0,409.0,56.0,86.0,142.0,121.0,-8.0,0.7894736842105263,1.0,2.0,2.0,-2.0,1.0,2.0,2.0,0.0,-1.6450701106213828,0.6143572621035058,0.6726973684210527,H
Newcastle,West Brom,C Foy,16564.0,7.0,6.0,55.0,53.0,16.0,22.0,223.9,176.90000000000003,594.0,540.0,371.0,263.0,106.0,83.0,141.0,141.0,-14.0,0.48148148148148145,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,-1.0,-27.80286353068235,0.6245791245791246,0.48703703703703705,D
Crystal Palace,Man United,M Oliver,16564.0,6.0,6.0,53.0,88.0,16.0,29.0,224.39999999999984,352.90000000000015,574.0,1065.0,335.0,864.0,80.0,89.0,139.0,150.0,-9.0,0.7631578947368421,2.0,0.0,3.0,-1.0,2.0,0.0,3.0,-1.0,-4.68308984540969,0.5836236933797909,0.8112676056338028,A
Hull,Burnley,M Atkinson,16564.0,4.0,7.0,61.0,53.0,17.0,15.0,205.0,204.7,563.0,609.0,350.0,320.0,68.0,72.0,173.0,144.0,7.0,1.4666666666666666,2.0,0.0,3.0,-3.0,0.0,1.0,4.0,-4.0,19.284130745977194,0.6216696269982238,0.5254515599343186,A
Aston Villa,West Ham,L Mason,16564.0,7.0,7.0,59.0,71.0,20.0,22.0,235.70000000000007,223.70000000000007,665.0,581.0,430.0,371.0,69.0,55.0,166.0,103.0,-4.0,0.8095238095238095,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,-2.0,10.991357242904684,0.6466165413533834,0.6385542168674698,H
Everton,Sunderland,L Probert,16564.0,7.0,7.0,62.0,62.0,29.0,21.0,243.09999999999988,236.0,644.0,502.0,445.0,302.0,55.0,90.0,134.0,137.0,7.0,1.35,3.0,1.0,1.0,4.0,2.0,1.0,2.0,-2.0,7.680469351963659,0.6909937888198758,0.601593625498008,A
Chelsea,Liverpool,A Marriner,16565.0,7.0,8.0,51.0,86.0,17.0,30.0,257.3,319.9,800.0,870.0,545.0,622.0,61.0,47.0,163.0,121.0,7.0,1.170731707317073,4.0,1.0,0.0,5.0,2.0,1.0,2.0,-1.0,21.45667083593913,0.68125,0.7149425287356321,D
Man City,QPR,M Dean,16565.0,7.0,8.0,76.0,66.0,18.0,25.0,273.4,210.5,940.0,536.0,727.0,287.0,85.0,60.0,155.0,141.0,24.0,2.7142857142857144,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,19.792864013552702,0.7734042553191489,0.5354477611940298,H
Arsenal,Swansea,K Friend,16566.0,6.0,9.0,74.0,57.0,28.0,23.0,291.7999999999999,267.1000000000001,927.0,555.0,700.0,382.0,114.0,81.0,150.0,104.0,16.0,1.5,4.0,1.0,0.0,7.0,3.0,1.0,1.0,3.0,21.614326244404253,0.7551240560949298,0.6882882882882883,A
Sunderland,Leicester,M Atkinson,16571.0,7.0,7.0,65.0,63.0,21.0,22.0,216.7,196.40000000000003,516.0,609.0,314.0,342.0,93.0,112.0,140.0,134.0,-6.0,0.7857142857142857,3.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,-4.225608670849105,0.6085271317829457,0.5615763546798029,D
West Ham,Everton,K Friend,16571.0,7.0,7.0,62.0,73.0,16.0,32.0,215.00000000000009,272.0999999999999,545.0,723.0,345.0,517.0,50.0,48.0,109.0,122.0,-4.0,0.8333333333333334,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,1.0,-5.791813884280565,0.6330275229357798,0.715076071922545,A
Tottenham,Hull,A Taylor,16571.0,7.0,7.0,65.0,72.0,21.0,19.0,292.4000000000001,218.3,636.0,604.0,421.0,380.0,88.0,63.0,129.0,159.0,13.0,1.5909090909090908,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,-2.0,-1.8548169993950374,0.6619496855345912,0.6291390728476821,H
QPR,Newcastle,L Probert,16571.0,6.0,7.0,63.0,60.0,21.0,20.0,206.5,238.7,522.0,653.0,271.0,424.0,59.0,95.0,158.0,152.0,0.0,1.0,0.0,2.0,3.0,-8.0,0.0,1.0,4.0,-8.0,3.426913559600802,0.5191570881226054,0.6493108728943339,H
Burnley,Stoke,M Oliver,16571.0,7.0,7.0,46.0,82.0,13.0,24.0,209.9,272.29999999999995,599.0,634.0,318.0,405.0,78.0,54.0,126.0,135.0,-17.0,0.46875,1.0,0.0,4.0,-3.0,2.0,2.0,1.0,2.0,-25.8811610863265,0.5308848080133556,0.638801261829653,D
Southampton,Aston Villa,R Madley,16571.0,7.0,7.0,55.0,70.0,19.0,23.0,267.6,271.30000000000007,675.0,777.0,432.0,533.0,80.0,63.0,122.0,140.0,12.0,1.6,1.0,1.0,3.0,-2.0,3.0,1.0,1.0,2.0,-12.331054158329806,0.64,0.685971685971686,H
Liverpool,Crystal Palace,J Moss,16571.0,6.0,6.0,88.0,61.0,32.0,17.0,321.1,236.89999999999984,849.0,615.0,606.0,373.0,48.0,80.0,125.0,135.0,14.0,1.5,2.0,2.0,1.0,2.0,1.0,0.0,4.0,-3.0,24.463402823521264,0.7137809187279152,0.6065040650406504,A
Man United,Arsenal,M Dean,16572.0,7.0,5.0,82.0,90.0,26.0,34.0,338.3000000000001,312.1,931.0,1070.0,731.0,848.0,86.0,101.0,160.0,156.0,-10.0,0.7916666666666666,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,5.0,-20.33638866266246,0.7851772287862513,0.7925233644859813,D
Swansea,Man City,M Clattenburg,16572.0,5.0,7.0,56.0,77.0,22.0,25.0,239.30000000000004,258.29999999999995,514.0,790.0,341.0,594.0,95.0,93.0,134.0,141.0,-3.0,0.9210526315789473,3.0,1.0,1.0,2.0,4.0,0.0,1.0,8.0,-2.9928858441472954,0.6634241245136187,0.7518987341772152,A
West Brom,Chelsea,M Jones,16573.0,9.0,8.0,40.0,50.0,19.0,19.0,159.90000000000003,244.4,412.0,761.0,184.0,543.0,85.0,66.0,138.0,185.0,-21.0,0.5434782608695652,2.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,-22.401891534391535,0.44660194174757284,0.7135348226018396,H
Arsenal,Sunderland,A Taylor,16575.0,3.0,4.0,79.0,62.0,27.0,20.0,306.2999999999999,213.4,994.0,491.0,778.0,297.0,96.0,101.0,153.0,145.0,24.0,2.090909090909091,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,12.79555885778533,0.7826961770623743,0.604887983706721,D
Leicester,QPR,M Oliver,16579.0,8.0,8.0,56.0,60.0,16.0,20.0,205.00000000000003,217.9,609.0,569.0,334.0,295.0,116.0,69.0,126.0,154.0,15.0,2.0714285714285716,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-7.0,22.109303722593197,0.548440065681445,0.5184534270650264,H
Newcastle,West Ham,M Atkinson,16579.0,8.0,8.0,72.0,64.0,25.0,16.0,253.6,226.10000000000008,716.0,610.0,445.0,392.0,90.0,52.0,125.0,105.0,-3.0,0.8235294117647058,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-3.0,-3.785616442589813,0.6215083798882681,0.6426229508196721,H
Hull,Man United,L Probert,16579.0,8.0,7.0,71.0,83.0,17.0,23.0,216.3,336.8000000000001,581.0,983.0,372.0,776.0,58.0,81.0,165.0,167.0,-16.0,0.5789473684210527,2.0,0.0,3.0,-2.0,1.0,1.0,3.0,-4.0,-2.942512531328319,0.6402753872633391,0.7894201424211598,D
Stoke,Liverpool,A Taylor,16579.0,8.0,7.0,75.0,92.0,25.0,29.0,261.2,325.7,566.0,873.0,349.0,629.0,64.0,46.0,125.0,133.0,-8.0,0.8048780487804879,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.0,4.069224887811934,0.6166077738515902,0.720504009163803,H
Crystal Palace,Swansea,C Pawson,16579.0,7.0,7.0,62.0,58.0,18.0,28.0,224.29999999999993,235.20000000000005,594.0,482.0,374.0,332.0,81.0,109.0,159.0,148.0,-1.0,0.96875,1.0,0.0,4.0,-4.0,3.0,0.0,2.0,0.0,-11.833183364089745,0.6296296296296297,0.6887966804979253,H
Aston Villa,Burnley,M Jones,16579.0,8.0,8.0,58.0,49.0,20.0,13.0,272.20000000000005,224.2,761.0,602.0,539.0,317.0,68.0,70.0,154.0,111.0,3.0,1.1875,3.0,0.0,2.0,-3.0,1.0,1.0,3.0,-2.0,15.303995617385716,0.7082785808147175,0.526578073089701,A
Chelsea,Sunderland,L Mason,16579.0,5.0,3.0,55.0,57.0,20.0,20.0,274.79999999999995,183.2,954.0,457.0,729.0,271.0,64.0,108.0,163.0,160.0,23.0,2.15,2.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,7.9688963161021995,0.7641509433962265,0.5929978118161926,H
Man City,Southampton,C Foy,16579.0,7.0,8.0,89.0,64.0,33.0,26.0,270.3999999999999,248.99999999999997,835.0,650.0,654.0,410.0,87.0,78.0,129.0,124.0,6.0,1.1875,5.0,0.0,0.0,12.0,1.0,1.0,3.0,1.0,26.172096292061703,0.7832335329341318,0.6307692307692307,H
Everton,Tottenham,J Moss,16579.0,8.0,8.0,82.0,61.0,29.0,21.0,277.3999999999999,290.6,748.0,655.0,523.0,429.0,42.0,90.0,113.0,133.0,-8.0,0.7714285714285715,3.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,-3.8811857183064618,0.6991978609625669,0.6549618320610687,A
Arsenal,West Brom,R Madley,16579.0,3.0,5.0,90.0,41.0,30.0,19.0,313.5,154.50000000000003,1196.0,418.0,963.0,227.0,87.0,84.0,155.0,170.0,18.0,1.6428571428571428,1.0,3.0,1.0,1.0,3.0,2.0,0.0,6.0,-0.07595870715435993,0.8051839464882943,0.5430622009569378,H
Leicester,Sunderland,L Mason,16655.0,7.0,7.0,70.0,59.0,19.0,24.0,211.1,179.10000000000005,608.0,435.0,346.0,267.0,120.0,107.0,124.0,171.0,12.0,1.6,3.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,7.123795312978295,0.569078947368421,0.6137931034482759,H
Man United,Tottenham,J Moss,16655.0,9.0,2.0,75.0,63.0,22.0,16.0,324.9000000000001,289.50000000000006,943.0,717.0,734.0,487.0,80.0,98.0,144.0,143.0,1.0,1.0285714285714285,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-1.0,-3.205263157894734,0.7783669141039237,0.6792189679218968,H
Norwich,Crystal Palace,S Hooper,16655.0,7.0,4.0,52.0,56.0,18.0,21.0,201.00000000000009,203.59999999999985,649.0,585.0,417.0,375.0,91.0,80.0,187.0,170.0,-19.0,0.4411764705882353,0.0,1.0,4.0,-8.0,2.0,0.0,3.0,-1.0,-20.95584187710447,0.6425269645608629,0.6410256410256411,A
Chelsea,Swansea,M Oliver,16655.0,2.0,6.0,72.0,53.0,25.0,24.0,296.99999999999994,227.70000000000005,1093.0,445.0,892.0,300.0,51.0,106.0,133.0,162.0,14.0,1.4827586206896552,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,10.383700465724417,0.8161024702653248,0.6741573033707865,D
Arsenal,West Ham,M Atkinson,16656.0,7.0,2.0,102.0,59.0,42.0,14.0,320.7000000000001,252.40000000000006,1224.0,610.0,997.0,390.0,91.0,51.0,138.0,81.0,29.0,2.7058823529411766,2.0,2.0,1.0,4.0,1.0,1.0,3.0,-3.0,36.04374467178175,0.8145424836601307,0.639344262295082,A
Newcastle,Southampton,C Pawson,16656.0,8.0,2.0,78.0,65.0,24.0,24.0,256.1,243.09999999999997,730.0,651.0,468.0,417.0,80.0,90.0,104.0,133.0,-12.0,0.5862068965517241,1.0,1.0,3.0,-3.0,1.0,1.0,3.0,0.0,-4.308090490302938,0.6410958904109589,0.6405529953917051,D
Stoke,Liverpool,A Taylor,16656.0,7.0,7.0,75.0,83.0,32.0,28.0,258.1,306.3,578.0,791.0,361.0,545.0,78.0,46.0,135.0,142.0,-5.0,0.868421052631579,2.0,2.0,1.0,6.0,1.0,1.0,3.0,-7.0,11.862328336087792,0.6245674740484429,0.6890012642225032,A
West Brom,Man City,M Dean,16657.0,9.0,9.0,47.0,86.0,20.0,36.0,159.50000000000003,257.2,444.0,796.0,253.0,600.0,75.0,94.0,185.0,135.0,-10.0,0.7368421052631579,2.0,2.0,1.0,1.0,5.0,0.0,0.0,12.0,-10.123903720654294,0.5698198198198198,0.7537688442211056,A
Aston Villa,Man United,M Dean,16661.0,6.0,6.0,58.0,67.0,21.0,19.0,279.1,309.3000000000002,777.0,875.0,577.0,669.0,84.0,80.0,112.0,154.0,-17.0,0.5526315789473685,3.0,0.0,2.0,-3.0,2.0,2.0,1.0,1.0,-12.779367905056759,0.7425997425997426,0.7645714285714286,A
Sunderland,Norwich,K Friend,16662.0,7.0,7.0,57.0,56.0,23.0,21.0,191.40000000000003,209.20000000000007,433.0,625.0,267.0,400.0,92.0,74.0,171.0,203.0,4.0,1.2666666666666666,1.0,2.0,2.0,-2.0,0.0,1.0,4.0,-9.0,9.948691639291717,0.6166281755196305,0.64,A
Swansea,Newcastle,M Jones,16662.0,6.0,6.0,60.0,75.0,28.0,24.0,223.70000000000007,263.49999999999994,470.0,710.0,324.0,461.0,97.0,77.0,188.0,104.0,15.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-2.0,16.292775244949482,0.6893617021276596,0.6492957746478873,H
Tottenham,Stoke,R Madley,16662.0,7.0,6.0,65.0,59.0,18.0,25.0,275.70000000000005,244.0,676.0,512.0,446.0,297.0,111.0,79.0,148.0,156.0,4.0,1.1333333333333333,2.0,0.0,3.0,-2.0,2.0,1.0,2.0,5.0,-3.572580501017434,0.6597633136094675,0.580078125,D
West Ham,Leicester,A Taylor,16662.0,6.0,7.0,59.0,81.0,16.0,25.0,244.2000000000001,218.3,602.0,594.0,384.0,343.0,54.0,114.0,111.0,99.0,-12.0,0.625,2.0,0.0,3.0,-1.0,4.0,1.0,0.0,11.0,-21.719043623719077,0.6378737541528239,0.5774410774410774,A
Southampton,Everton,M Oliver,16662.0,6.0,7.0,67.0,71.0,25.0,20.0,250.89999999999995,283.7999999999999,672.0,829.0,430.0,560.0,100.0,41.0,112.0,108.0,1.0,1.0357142857142858,1.0,1.0,3.0,0.0,1.0,1.0,3.0,-3.0,-0.7009538975904945,0.6398809523809523,0.6755126658624849,A
Man City,Chelsea,M Atkinson,16663.0,5.0,7.0,94.0,72.0,39.0,24.0,281.2,286.6,895.0,1039.0,702.0,838.0,102.0,46.0,143.0,140.0,-3.0,0.9302325581395349,5.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,9.280276417788663,0.7843575418994413,0.8065447545717036,H
Crystal Palace,Arsenal,L Mason,16663.0,8.0,7.0,60.0,102.0,25.0,39.0,194.79999999999984,314.7000000000001,571.0,1284.0,376.0,1064.0,76.0,95.0,167.0,132.0,-7.0,0.8372093023255814,3.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,7.152462487172457,0.658493870402802,0.8286604361370716,A
Sunderland,Swansea,N Swarbrick,16669.0,7.0,7.0,53.0,63.0,22.0,30.0,208.70000000000005,242.20000000000005,415.0,522.0,244.0,377.0,93.0,90.0,159.0,170.0,-13.0,0.59375,0.0,2.0,3.0,-6.0,2.0,1.0,2.0,0.0,-18.329539005977363,0.5879518072289157,0.7222222222222222,D
